channel,snr_db,mode,psnr_mean,psnr_std,psnr_p10,psnr_p05,ssim_mean,ssim_std,ssim_p10,ssim_p05,latent_cosine_mean,latent_cosine_std,latent_cosine_p10,latent_cosine_p05,latent_cka_mean,latent_cka_std,latent_cka_p10,latent_cka_p05
awgn,0,baseline,22.637313842773438,1.2711074352264404,21.037010192871094,20.52069664001465,0.5466100573539734,0.04694442078471184,0.4889081120491028,0.4693385660648346,0.9999247193336487,2.490448605385609e-05,0.99989253282547,0.9998788833618164,0.983281135559082,0.01306118257343769,0.971310019493103,0.963146448135376
awgn,3,baseline,23.78151512145996,1.3653644323349,22.03426170349121,21.482227325439453,0.6110906004905701,0.04706807807087898,0.550521969795227,0.5337882041931152,0.9999359846115112,2.2622662072535604e-05,0.9999068379402161,0.9998956322669983,0.9826515316963196,0.012809008359909058,0.9707075357437134,0.9603682160377502
awgn,6,baseline,24.695768356323242,1.46091890335083,22.776891708374023,22.238784790039062,0.6603255867958069,0.047495510429143906,0.5984686017036438,0.5818800926208496,0.9999432563781738,2.1087262211949565e-05,0.9999160766601562,0.9999059438705444,0.9825440645217896,0.012913905084133148,0.9695049524307251,0.96253502368927
awgn,9,baseline,25.391504287719727,1.5700883865356445,23.349275588989258,22.70679473876953,0.6949514746665955,0.05016843602061272,0.6296170353889465,0.610659122467041,0.9999477863311768,2.0270657842047513e-05,0.9999223947525024,0.9999116063117981,0.9831542372703552,0.012287365272641182,0.970797061920166,0.9609906077384949
awgn,12,baseline,25.87095832824707,1.648161768913269,23.741222381591797,23.01342010498047,0.71675044298172,0.05125865340232849,0.6504903435707092,0.628430187702179,0.9999504685401917,1.9659060853882693e-05,0.9999263286590576,0.9999139308929443,0.9830345511436462,0.012028457596898079,0.9715117812156677,0.9603883028030396
awgn,15,baseline,26.208148956298828,1.7223258018493652,23.959720611572266,23.211801528930664,0.732103168964386,0.05302618816494942,0.6601541638374329,0.6391010284423828,0.9999523162841797,1.9373917893972248e-05,0.9999285936355591,0.9999160766601562,0.9832615852355957,0.012245633639395237,0.9724733829498291,0.9615292549133301
awgn,18,baseline,26.404712677001953,1.7799384593963623,24.129106521606445,23.323442459106445,0.740547776222229,0.053290922194719315,0.6700502038002014,0.6488375663757324,0.9999532699584961,1.937673550855834e-05,0.9999303817749023,0.9999162554740906,0.983426034450531,0.011726688593626022,0.9712886214256287,0.9637010097503662
awgn,20,baseline,26.47347068786621,1.7924476861953735,24.13565444946289,23.422101974487305,0.7434714436531067,0.05365181341767311,0.6749875545501709,0.6495269536972046,0.99995356798172,1.919170972541906e-05,0.9999300241470337,0.9999175667762756,0.9830862283706665,0.012010297738015652,0.9727742075920105,0.9613857865333557
